,timestamp,roll,pitch,yaw
0,1456704106043305,2.8202848274500347e-05,0.00040600891104312204,0.00043797859823741116
1,1456704106066306,0.0001616081002422645,0.0004189365680202461,0.00039416156486451093
2,1456704106082315,0.00028592855554309164,0.0004185041744439296,0.000351094058282948
3,1456704106103318,0.00039214617532653336,0.00039702452012772355,0.0003078545911092111
4,1456704106127529,0.0004715447398057029,0.0003568514680068171,0.00026243089314590984
5,1456704106142326,0.0005172589310169359,0.00031127853355490627,0.00021320180311312824
6,1456704106163322,0.0005259679298270014,0.0002806578727547938,0.00016134265599337933
7,1456704106187338,0.0004987843269385593,0.00028448128850521365,0.00011263570693565371
8,1456704106218355,0.0004410754803623537,0.00033280837814660027,7.724037085196083e-05
9,1456704106219350,0.0003616150690853061,0.00042142199444060127,6.714037368896058e-05
10,1456704106240353,0.0002713638379933287,0.0005332900095856832,9.224197695506471e-05
11,1456704106269352,0.0001817874325463886,0.0006453913553466887,0.00015661992990976175
12,1456704106279367,0.00010289203068597107,0.0007371378945766422,0.0002562295392877484
13,1456704106309583,4.1783951110156314e-05,0.0007963332235680862,0.0003788627316619192
14,1456704106336584,2.44197266747444e-06,0.0008207589454425791,0.0005063748110451867
15,1456704106360586,-1.3505299109737048e-05,0.0008162150674697244,0.0006184600645545183
16,1456704106361749,-5.942099794358439e-06,0.000793167158083043,0.0006968750987423306
17,1456704106380593,2.3703581944165077e-05,0.0007635636907520165,0.000729107090908116
18,1456704106405775,7.132031197858876e-05,0.000738007882689138,0.0007107920148890602
19,1456704106420773,0.00012860590702239735,0.0007227844763664361,0.0006464514016543056
20,1456704106439826,0.00018272845836352644,0.0007168566763295983,0.0005483485539952538
21,1456704106464769,0.00021875457659514786,0.0007103000573397691,0.00043361513700814847
22,1456704106480644,0.0002253579394103876,0.0006864838414126917,0.00032030495091203703
23,1456704106500856,0.00020223745194652818,0.0006294703587575936,0.00022347650931024918
24,1456704106516857,0.00016570012043870164,0.0005352726112479451,0.00015243588808508732
25,1456704106539859,0.00014853768466839947,0.0004220618069649943,0.00010977278668688192
26,1456704106560859,0.00019217804002653101,0.00033284633002544055,9.213304746719526e-05
27,1456704106577386,0.00033220455944300175,0.0003266362937543705,9.224917299806881e-05
28,1456704106599894,0.0005815257127006954,0.00045966602411660104,0.00010165550780827868
29,1456704106620117,0.0009178569704836037,0.0007632421096626509,0.00011340120493588164
30,1456704106636894,0.0012826147773411076,0.0012263387913871038,0.00012379327294580964
31,1456704106659896,0.0015956457170291632,0.0017892436018083773,0.00013221454670502304
32,1456704106680626,0.0017840671346237519,0.0023513054125634163,0.00013893043465707503
33,1456704106703263,0.0018153861288288575,0.0027925855364919756,0.0001422516958504482
34,1456704106719975,0.0017193780540227443,0.0030057168675457027,0.0001373127223458448
35,1456704106739977,0.001585114613701059,0.0029299783524624878,0.00011813445370589882
36,1456704106762979,0.0015299123507398992,0.002576085663630828,8.278261990328511e-05
37,1456704106780501,0.0016507881343273815,0.002030858779328927,3.9421417546825045e-05
38,1456704106800294,0.0019788925624887087,0.0014372830598816811,9.986323984835539e-06
39,1456704106825008,0.0024578915777930216,0.0009550733640925573,2.849689536912625e-05
40,1456704106840009,0.002957731489425639,0.0007148946440883,0.0001326289302737697
41,1456704106862011,0.003320315126515892,0.000781776805573105,0.00034979326670725534
42,1456704106883839,0.0034201545351411214,0.0011389580743922198,0.0006820253121157875
43,1456704106899831,0.003216325481747399,0.0016952693461342358,0.0010962226217023502
44,1456704106920793,0.0027745494544624627,0.00231173886516448,0.0015259129596065723
45,1456704106943829,0.0022492474717819315,0.0028388620908405813,0.0018867388924546308
46,1456704106959754,0.0018306598646247473,0.0031546291562187076,0.0021015552664800092
47,1456704106982158,0.0016757086380286231,0.003193905207010675,0.0021260142543030208
48,1456704107003827,0.0018485308746156565,0.0029619592055926134,0.001964791154880479
49,1456704107019824,0.0022946142820660393,0.002529097447310704,0.0016722744382351635
