,timestamp,roll,pitch,yaw
0,1456704054358492,2.8164834119065238e-05,2.649013372133965e-05,2.0944602135263015e-05
1,1456704054374493,0.0001294837551404532,0.0001760762210063049,0.0001451564211376222
2,1456704054397494,0.00023809070308366948,0.0002967076467430271,0.0002492348554152631
3,1456704054420024,0.0003581469668845928,0.0003666435639725446,0.0003184678225639703
4,1456704054434513,0.00048748936302097387,0.00037789453999279894,0.0003468907534024011
5,1456704054457509,0.0006153371522906179,0.00033772145852872793,0.00033932042063991965
6,1456704054479510,0.0007228593296960197,0.0002650653548734814,0.000309838392871023
7,1456704054519058,0.0007878506832192851,0.0001834349187646319,0.000276650836930077
8,1456704054521056,0.0007924879604478505,0.00011349289894785893,0.000255377716088652
9,1456704054532524,0.000730909351187963,6.826736769431421e-05,0.0002536687698870302
10,1456704054554526,0.0006129816226204896,5.1996421202804604e-05,0.0002691755868392643
11,1456704054578526,0.0004623254749325057,6.178097167580951e-05,0.00029138734113668313
12,1456704054592527,0.00030926687063309035,9.042650222198246e-05,0.00030658640176354975
13,1456704054636540,0.00018155841249830527,0.00012899020541929865,0.0003042301926320836
14,1456704054644541,9.658228209948138e-05,0.000168326760175101,0.0002822802593703554
15,1456704054656542,5.79017278549152e-05,0.00019996745845593048,0.0002488631625025241
16,1456704054674738,5.689233380434673e-05,0.00021721149458913094,0.00021892701465678008
17,1456704054697666,7.796414335769133e-05,0.00021679567906042544,0.00020710757651646748
18,1456704054712546,0.0001047840058705421,0.00020038039068750438,0.00022031823197159352
19,1456704054735431,0.00012525807411820086,0.00017452234319297253,0.000253934106202126
20,1456704054758477,0.00013413859772254484,0.00014852873075309637,0.00029352232562658483
21,1456704054772107,0.00013302917609978607,0.0001310444421428755,0.00032109319557363893
22,1456704054795365,0.00012807375741491386,0.00012710107307425193,0.0003226036202699881
23,1456704054818410,0.00012618756851488094,0.00013696911882728349,0.00029317862141724785
24,1456704054831619,0.00013138124387953099,0.00015699972130745813,0.0002381436135630436
25,1456704054854621,0.00014285283091524374,0.00018163267482609888,0.00017019392270330782
26,1456704054877623,0.0001556281610966592,0.00020538586513954666,0.00010451484760480509
27,1456704054891623,0.000163168737673156,0.00022394840785288107,5.395143346630298e-05
28,1456704054915128,0.0001604849152992506,0.00023423179171221648,2.5766925129485985e-05
29,1456704054937635,0.00014625838454087334,0.00023396320025023733,2.0659820060309115e-05
30,1456704054953637,0.00012305489086642332,0.00022166554263900774,3.388421511343236e-05
31,1456704054974638,9.563498717913141e-05,0.00019748155429717305,5.770456773256824e-05
32,1456704054997639,6.83921237740191e-05,0.0001645417702539211,8.412778805014374e-05
33,1456704055013912,4.3516718811533036e-05,0.00012994457362666128,0.00010698752391277961
34,1456704055034651,2.112332649071225e-05,0.00010429161730234109,0.00012294862252729155
35,1456704055064653,1.4579836211548906e-06,9.923397582812079e-05,0.0001315615014179504
36,1456704055073653,-1.1921053748097208e-05,0.0001234924957366713,0.00013479483842290362
37,1456704055094654,-9.867560425780619e-06,0.0001788934569532792,0.0001364139993712336
38,1456704055118378,2.1799818459888702e-05,0.0002584777018520286,0.0001413232731230531
39,1456704055134384,9.784608057217647e-05,0.0003481720173583945,0.00015478941762300674
40,1456704055155383,0.00022600613160636042,0.00043188587989081257,0.0001814150485299911
41,1456704055178446,0.00039922281430562414,0.0004979772010636046,0.00022379538322021914
42,1456704055194367,0.0005922392199287876,0.0005438970223168808,0.0002809740891696088
43,1456704055215171,0.0007662755796049225,0.0005762305134920015,0.00034724072166124385
44,1456704055238183,0.0008819122895897147,0.0006054286187634607,0.00041240763980686287
45,1456704055254385,0.0009151748172390145,0.0006376319102068447,0.00046475918495744956
46,1456704055274186,0.0008685271897977105,0.0006684766220223362,0.0004964940768737994
47,1456704055298187,0.0007703013526386517,0.000683512995543222,0.0005090476909473869
48,1456704055314187,0.0006625533559635678,0.0006661330063315821,0.0005142874924377428
49,1456704055334200,0.0005837908254407591,0.0006088210906935219,0.0005292373947829663
50,1456704055358201,0.0005551376593368764,0.000520855305012908,0.0005662317109957743
51,1456704055374203,0.0005758904907626761,0.0004275241062893604,0.0006240969639067062
52,1456704055394203,0.0006292816500933219,0.0003611438481386052,0.0006859596107687716
53,1456704055418224,0.0006941271546795978,0.0003488514676489715,0.0007254480430089235
54,1456704055434232,0.000755385891835914,0.00040328985584662413,0.0007183434668977168
55,1456704055454234,0.0008080876926709434,0.0005198242041626082,0.0006541582852056995
56,1456704055478234,0.0008536848613449117,0.0006799583095635901,0.0005425393238719056
57,1456704055500236,0.0008925474327656956,0.0008576422792071268,0.00041196804608215217
58,1456704055514236,0.000918228464132161,0.0010247673025379023,0.0003016017889554476
59,1456704055537253,0.0009175258376684347,0.0011542642235088836,0.0002498065576228075
60,1456704055559255,0.0008765246778518584,0.0012220966340089076,0.000283760503615756
61,1456704055574371,0.0007890688124338525,0.0012107348134165164,0.0004131995635791508
62,1456704055597257,0.000662794819813012,0.001115099930710509,0.0006289854901382867
63,1456704055619769,0.0005196645953822664,0.0009484017781033536,0.0009053443061633094
64,1456704055635284,0.00039112101831724017,0.0007429349534668574,0.001204248307353152
65,1456704055658290,0.00031006200739850054,0.0005427215765860893,0.0014811280474964403
66,1456704055680287,0.0003019326839610609,0.00039009659510824815,0.001691893867768904
67,1456704055695288,0.0003765255512954073,0.00031245698285303704,0.0018012435490491765
68,1456704055718808,0.0005221715821451825,0.0003150953396535147,0.0017911786683253025
69,1456704055740370,0.0007050758845862852,0.00038235079486613244,0.001667225317760668
