,timestamp,x,y,z
0,1456704106043305,0.0030221708393621365,0.011764745570407888,0.012805425789593887
1,1456704106066306,0.037666913592036236,0.031225410049935627,0.08715144944377036
2,1456704106082315,0.06859195120985094,0.050513122103573824,0.14276531687774177
3,1456704106103318,0.09275420997687757,0.07003104218229321,0.1679932221241614
4,1456704106127529,0.10848887433120542,0.09015175562936982,0.16201384711336797
5,1456704106142326,0.11543433458838209,0.11055061161968671,0.13418937126871033
6,1456704106163322,0.11415814893839603,0.12957934858018502,0.0995451295866145
7,1456704106187338,0.10588647195710854,0.14421382327290524,0.0726498746359572
8,1456704106218355,0.09251548176083267,0.15087904486509077,0.06254259857879105
9,1456704106219350,0.07670448284831133,0.1470178198156137,0.07049511153569199
10,1456704106240353,0.06168512527617178,0.13274553700967037,0.09096474230134925
11,1456704106269352,0.0506304969755601,0.11163631598186935,0.11483116798257635
12,1456704106279367,0.04578219719663374,0.08999948517252178,0.13338044997274956
13,1456704106309583,0.04771068845103748,0.07483028921479047,0.14155378754650305
14,1456704106336584,0.05502538283862216,0.07136332455211898,0.1394495966114056
15,1456704106360586,0.06470440536049048,0.08132146698514169,0.13168100495222643
16,1456704106361749,0.07306216820343028,0.1024909313483906,0.12492800678005138
17,1456704106380593,0.07716910525467285,0.12955268664539443,0.12480145806536205
18,1456704106405775,0.0762658585411259,0.15567088686887565,0.13347030048201544
19,1456704106420773,0.07250655101775169,0.17433526464241908,0.14900861017506972
20,1456704106439826,0.07045784000451179,0.181112920347537,0.16645068224129433
21,1456704106464769,0.07530518215605914,0.17502007556054908,0.17984990152121325
22,1456704106480644,0.09046017030596885,0.15916241730810138,0.1845362646807108
23,1456704106500856,0.11571207035286893,0.1402769008896455,0.17899539586827798
24,1456704106516857,0.14686557977018175,0.12703731125704018,0.16596460014673323
25,1456704106539859,0.17709408449039976,0.1274905981400532,0.1523214367474365
26,1456704106560859,0.19946196697643004,0.14648507064227043,0.14736780685256448
27,1456704106577386,0.20958035072010106,0.18404928698886053,0.1595876740203815
28,1456704106599894,0.20729032874448053,0.23528677542355841,0.19287793312198095
29,1456704106620117,0.19663202715426809,0.2917456547809735,0.2439858383596354
30,1456704106636894,0.18405711711251002,0.34376229827842764,0.3026513081647965
31,1456704106659896,0.17563527660439593,0.38308139279059017,0.3546235408804508
32,1456704106680626,0.17452738571499707,0.4049960768134266,0.38623629239193874
33,1456704106703263,0.17986871040791771,0.40923719021442756,0.38875303773622877
34,1456704106719975,0.18742017281545065,0.3990806722358682,0.3611908816809174
35,1456704106739977,0.19147724618274178,0.37898953177549255,0.3108457401416918
36,1456704106762979,0.18714061554124597,0.3522044274132528,0.25114174443475623
37,1456704106780501,0.1721470528491006,0.319818785250566,0.19732490610227763
38,1456704106800294,0.147747102909635,0.28161572344350017,0.16161954132015663
39,1456704106825008,0.1184602535254618,0.23768291462572727,0.1497417960417298
40,1456704106840009,0.09084850388869242,0.1897764218653678,0.15989696201960746
41,1456704106862011,0.07162200824348078,0.14199566195652857,0.18428801104046777
42,1456704106883839,0.06550753853221766,0.10057790217102489,0.21239689452303323
43,1456704106899831,0.07349034594367362,0.0726608090926108,0.23494423040400514
44,1456704106920793,0.09213798119196083,0.06418493992521183,0.24719816934926314
45,1456704106943829,0.11450346160035704,0.07758402823968252,0.2502578061426235
46,1456704106959754,0.13255249303850813,0.11016020558884174,0.2496309668991604
47,1456704106982158,0.1403037668444152,0.15395323983749903,0.2518277214938071
48,1456704107003827,0.136266103315616,0.19752948980559856,0.26073238689221456
49,1456704107019824,0.1238674218436843,0.22940481933689968,0.2753926178270765
50,1456704107041675,0.1096098923070447,0.24187619108182778,0.2900168634396823
51,1456704107064671,0.09998887882496728,0.23349371241842537,0.29621458316125304
52,1456704107080192,0.09879919372871807,0.2089830794140682,0.2868718502643625
53,1456704107102209,0.10603311163705985,0.17688120158328408,0.2601498155539081
54,1456704107123215,0.11860945491092557,0.1463065700968825,0.22138196696702095
55,1456704107140212,0.13223736078711207,0.12435767824568872,0.18132242807122562
56,1456704107162213,0.14326616195906597,0.11484325390391756,0.1513899426329757
57,1456704107183228,0.1496557066882722,0.11814777805644254,0.1385293314363273
58,1456704107200234,0.15095138607549327,0.13166788598496798,0.1423882558658631
59,1456704107222235,0.14772397119436373,0.15052446857746607,0.15597032942750566
60,1456704107243236,0.14100615749200088,0.16866679493105297,0.16922955572265536
61,1456704107260245,0.1320016670574806,0.18049656160778368,0.17396025880997593
62,1456704107282759,0.12204474528687376,0.18271002295135955,0.16775792246286744
63,1456704107303675,0.11262954554357016,0.17559340415772254,0.1550319257661208
64,1456704107320675,0.10537349520058593,0.16298774815885045,0.14446943411833751
65,1456704107342473,0.10190274056181556,0.15071559184939012,0.14439023616554159
66,1456704107363469,0.10366735370526814,0.1440745964675293,0.15860967984883653
67,1456704107380484,0.11163139469495918,0.14550587080797392,0.18491936691757788
68,1456704107402407,0.12582446249716434,0.15350272882510843,0.2166182551594562
69,1456704107423408,0.1449307873896028,0.16333293840102092,0.24580000659599752
70,1456704107440410,0.1662370991557746,0.16934077337378364,0.2663266084011424
71,1456704107462354,0.18617770100616246,0.1677390843300881,0.2750604298946849
72,1456704107483611,0.2014220479692183,0.15847788148895825,0.271475237935408
73,1456704107507194,0.21011301750483352,0.14538358587267897,0.25692421904655616
74,1456704107522195,0.2127199791462614,0.13485085557079537,0.23466231001756485
75,1456704107543496,0.21217600763799782,0.13398571118469718,0.2104992319573411
76,1456704107560197,0.21332491872893894,0.14883837399130437,0.19289050742693395
77,1456704107582467,0.22184212959417451,0.18278004409214968,0.19133346116196004
78,1456704107603169,0.2427541598890337,0.23499582407037997,0.21311752678356838
79,1456704107619941,0.27877115244391865,0.2995740668741799,0.2598464498468652
80,1456704107641941,0.3288164530572879,0.36604635994815576,0.32557495893821176
81,1456704107662943,0.38723045196455735,0.4219041595696478,0.39757744696908803
82,1456704107680449,0.4442247993463634,0.45672128932852496,0.4595136630980591
83,1456704107701965,0.48799632727976516,0.4664560880677976,0.49597412900704857
84,1456704107722972,0.5080324965738349,0.4557596969323518,0.49705398740818907
85,1456704107739967,0.4981860457290258,0.4364089799756847,0.46139470836336693
86,1456704107761970,0.45824317285238875,0.42183286559409094,0.3963915762932218
87,1456704107783671,0.3937583326051759,0.4203335176071395,0.3154368687129856
