,x,y,z
0,0.0276996442966533,0.08951941274201143,0.13349237525933952
1,0.032506633254244424,0.0814058539291999,0.12274225448084973
2,0.04074621952474546,0.07687625138117689,0.10525410901330913
3,0.04963576304181865,0.07690059525709933,0.08493541394564112
4,0.05678270756545172,0.08058512104615496,0.06789479669449536
5,0.0612815865921427,0.08592101705361557,0.060506212591504134
6,0.06417915626340709,0.09098183426377543,0.06711635459838232
7,0.06798376282700347,0.09489486234438506,0.08809564875706466
8,0.07536767908113222,0.09808958850111847,0.1190280549810732
9,0.08764965391045419,0.10174990023868352,0.1515728102428388
10,0.10378959231531812,0.106788671510941,0.17588631436779595
11,0.12044554194985245,0.1129220645224295,0.18380394941068195
12,0.13318929706391358,0.11844269697709273,0.17167684901432584
13,0.13836915291388102,0.12091961583451324,0.1419644386948244
14,0.13469336994334033,0.11843525981595553,0.103131248017598
15,0.12376449392916458,0.11062452763932876,0.0678057043503007
16,0.10944066448745744,0.09904175589140972,0.04953009628500067
17,0.09648036758857004,0.0869256581642868,0.058809936567918226
18,0.08903451821899458,0.07865158369202092,0.09945548265264988
19,0.08936149414845766,0.07894816255601786,0.16633728478557375
20,0.09706489679528484,0.09179040760808298,0.2456336432535237
21,0.10920600315883758,0.11910264898760088,0.3182016734488563
22,0.12147022457038155,0.15975883957361434,0.36556214775104745
23,0.1300311028096852,0.20939022057067114,0.3764450791553439
24,0.13320319377737114,0.2611506843261456,0.35101765805523083
25,0.13191750533318705,0.3072671715944123,0.30073826113475843
26,0.12869229340810384,0.3411275227141964,0.24380824615953325
27,0.12576510583162304,0.3594247449292425,0.1981542944242313
28,0.12368346529140793,0.3633058596580044,0.17496553229193335
29,0.12136386621959687,0.35741476034166564,0.17565012652595516
30,0.11752142586416232,0.3469384580994889,0.19338546475280494
31,0.11226030945562382,0.3344147306358144,0.21786756592507084
32,0.10746845763730177,0.31844996058092545,0.24017722777271705
33,0.10566994266214576,0.2952040101595381,0.2551514925034241
34,0.10823569157691533,0.2616678382981497,0.2608018357145338
35,0.11424502464852344,0.21866305540712366,0.2564192928206832
36,0.12067883460808765,0.17169537784672315,0.2415038288608952
37,0.12372816785342107,0.12912771626932038,0.21638596723749984
38,0.12048362001660007,0.09871818579628976,0.1836614133386361
39,0.1102333613867369,0.08437240835770027,0.14881013815322314
40,0.09483841681038424,0.08467460075265909,0.1190042671504716
41,0.07803770126300405,0.09376922404876842,0.10043485017857956
42,0.06397822731191663,0.10402392076386564,0.09554155628142692
43,0.05560651061023935,0.1091321450663297,0.10168785314078436
44,0.05362418956217455,0.10628126300315448,0.11207872330158633
45,0.05644265416438581,0.09666565794229044,0.11857087384672753
46,0.06106912553576339,0.08443649919806147,0.11509335212979925
47,0.06439186851323397,0.07468054611087463,0.10011364686580956
48,0.0642123554109394,0.07121392035090499,0.07708856469064962
49,0.059663525808830664,0.07500873121355889,0.05286797954438556
