,x,y,z,w
0,0.078997452950812,0.08651071504031305,0.06044703320652835,0.06439255062271156
1,0.09732168148446768,0.055788089893913914,0.06316573632594882,0.07947695761634871
2,0.12612142531633647,0.03689807730137762,0.07743305416781253,0.10525047228363564
3,0.16393035686689075,0.03629267923766394,0.10283785135108313,0.14069264078211816
4,0.20587515928562009,0.057924905298110674,0.1382683744289809,0.18191146992491405
5,0.24450971764580015,0.10259891598745303,0.1828540584257864,0.2230701145480392
6,0.27145996084996954,0.167695025585982,0.2358435816741011,0.2576680904588595
7,0.2794086860611123,0.2471297299789668,0.2952847580444577,0.27973446154333603
8,0.26410834839714553,0.3315220644789103,0.35633425646950395,0.28491614578319113
9,0.2261882003451175,0.4088401715175331,0.4106022271693507,0.2717041095962315
10,0.1722846008411724,0.4660117191767996,0.447672410208276,0.24277328109691745
11,0.11470171083108999,0.4917417854840419,0.4588465758715455,0.2057866105226608
12,0.06898258720429658,0.480042454285566,0.4417433315952876,0.17265439126023854
13,0.04967269618292828,0.4331593733723682,0.4034055166404694,0.15664100914189896
14,0.06563453882512621,0.3623225957575509,0.3597466061910525,0.16776733594153087
15,0.11672235524729888,0.2854381867580141,0.3307235518507123,0.20811680565562746
16,0.1932064242851548,0.2222545904467613,0.33293571570946673,0.26930017797275074
17,0.27835135367971164,0.1888792310371714,0.3730285586957031,0.33393444772485753
18,0.3533611592952456,0.19385254217808695,0.4450548698670421,0.3813414359227412
19,0.402857874380439,0.2369856305260113,0.5328180061625457,0.3953853926542419
20,0.4187512732104765,0.3105599521306185,0.6156495307157971,0.3708490953029482
21,0.4012967755756989,0.4015236281375757,0.6747312761206903,0.3152157174891681
22,0.3578269417501554,0.4936171232678179,0.6974952971740814,0.24510630982215995
23,0.30051870137569936,0.5693646152029317,0.6791505070971906,0.17940540401563487
24,0.2438036832640527,0.6125037633832262,0.6219543366847535,0.13247325853258587
25,0.20098754537376026,0.6111502025483382,0.5336826550701577,0.1101858589447428
26,0.18012941997389822,0.5611356564837178,0.4264779948137259,0.1097670952908936
27,0.18082594081239556,0.468261725006133,0.3161151149624437,0.12273439517398352
28,0.19412983566638686,0.3482138831487433,0.22066937173459625,0.13934269796207985
29,0.2063991534009191,0.22364403968525634,0.1576372151908344,0.15265754233238332
30,0.20547392039121695,0.1190708610918562,0.1397797725619884,0.16069105858968394
31,0.18603022587182907,0.05514348313801354,0.1712391522749678,0.16586219348062856
32,0.15141012917023286,0.043969462590549985,0.2456996395628757,0.17227550605359065
33,0.11137796475483476,0.08661707666202735,0.34746491014463404,0.18244962044507249
34,0.07754507721795746,0.17307134372874952,0.4550800584900606,0.19541429902143567
35,0.059059494505512775,0.2843902558544862,0.546269732971839,0.20720883382775274
36,0.06028080444626638,0.3966347151411096,0.6027267174135806,0.21329077375655545
37,0.08056329923033806,0.485982298253107,0.6135755334592045,0.21120237738060907
38,0.11521521303916205,0.5340453146844502,0.576918100973832,0.2017560631867243
39,0.1567177017472902,0.5320148063436984,0.4994503408023162,0.18803062134512885
40,0.1959589935096216,0.4823116917843701,0.394511958993211,0.17299766000832534
41,0.22377002822043493,0.3971682395849623,0.27909118775462205,0.1575900307687203
42,0.2329803049183629,0.2946888691357216,0.17038643079344376,0.1406681351314961
43,0.22064028236511865,0.1938342438707183,0.08261925094265749,0.12083898130577693
44,0.18944442353274107,0.10998279525806008,0.02481280119397377,0.09866105811823518
45,0.14733863372946007,0.05224707131409127,0.0,0.07756051764180849
46,0.10508394219923033,0.0229138318615558,0.005791210374257075,0.06279925565074322
47,0.07269833967664985,0.018648850554390743,0.03575577645700033,0.0591413154733781
48,0.0563321185333835,0.03269524958348457,0.08103274142285015,0.06855812984510666
49,0.056812434265420174,0.05722337317867311,0.13191342240492285,0.08913709282735048
