,x,y,z
0,0.04866734058727672,0.09312000421669273,0.06828376389977818
1,0.05084962333315432,0.09397298276978593,0.08595958436724163
2,0.05388606927621265,0.09300890957625932,0.10413054410203317
3,0.05679992176503827,0.08961909248482944,0.11748018131620215
4,0.058391914868513264,0.08364100018722105,0.1221960827063256
5,0.057979076864843826,0.07541073971787317,0.11737531420463003
6,0.05590882576878744,0.06567066553904237,0.10536678680635822
7,0.05349555573301487,0.05546418353061256,0.09106188215055304
8,0.052407783969320484,0.04620004632852572,0.08048814337757873
9,0.05389749103419378,0.039849437437884036,0.0790859209243162
10,0.05832535895552274,0.03897428560775757,0.09001086953312637
11,0.06515895969423209,0.04628783032505696,0.1128869308168773
12,0.07326827079484761,0.06373220699413258,0.14351838497660785
13,0.08122920524388606,0.09136514148086068,0.17488575363397013
14,0.08750967730969766,0.1264991934487605,0.19920082501007716
15,0.09063200352973964,0.16356336775906635,0.21020472346962024
16,0.08947854620650042,0.19506111561538367,0.2047980170929969
17,0.0837938278829076,0.21366247002604266,0.18361874668179545
18,0.07472819664177681,0.21490486733893485,0.1508196186770141
19,0.06512411247704965,0.19944602383502172,0.11346624053747426
20,0.05928088735413735,0.17369188806003522,0.08067155150303366
21,0.06213259037117332,0.14820503172984045,0.06226298673070749
22,0.0780054044447146,0.1343673396396029,0.06680556820691534
23,0.10924803802687512,0.14056949922697815,0.09911815309491884
24,0.15505338782883102,0.16928576964151687,0.15786287698235185
25,0.21081910882013333,0.21604415757095427,0.2342798235099768
26,0.2684586186267071,0.270785852543857,0.3132920773644432
27,0.3180303473004322,0.3213244973199047,0.3773918695475598
28,0.3505935171644527,0.3576590826303717,0.4120585646008583
29,0.3612297487682495,0.3752935126428137,0.41028139187073537
30,0.3505037157338181,0.3760333548215339,0.3742719977803395
31,0.32340471483443856,0.3660267198097514,0.3141116031874135
32,0.2866123983545821,0.3523335447351429,0.2442941651980124
33,0.24593922536874194,0.33995803549978665,0.17940771791293794
34,0.20519994703959324,0.33068059688342505,0.13022810268076002
35,0.16649965975714864,0.3237227254400671,0.1014748683336738
36,0.13112214923474608,0.3171808554297321,0.09190179193120628
37,0.10016202478002093,0.3090451761338199,0.09627386880951104
38,0.07458691466726826,0.29745654637863217,0.1079096991507732
39,0.05501122748528026,0.28069004838833705,0.12056203704706908
40,0.041597348422018184,0.2574439928413997,0.12932315996309132
41,0.03419937186098757,0.2275420766530303,0.1310457120549743
42,0.03255387420474852,0.19260025364921807,0.12474127026304795
43,0.036296487033438185,0.1559725839431333,0.11182870745689967
44,0.044788596997021125,0.12169695854524593,0.09577708043049353
45,0.056915565286440824,0.09297103701248244,0.08098380227068812
46,0.07100405190390124,0.07111901570194505,0.07126995615547002
47,0.08489539161936784,0.05564028828444638,0.06864129315070996
48,0.0961728240653521,0.04513268260074296,0.07281169091047973
49,0.10257100697449928,0.0383453349187512,0.08158470801463036
