,x,y,z,w
0,0.13955138088516364,0.12818672667382427,0.12080417127084499,0.14169228585894425
1,0.17915962358236645,0.13693539540751795,0.12044590836908407,0.19128906698021186
2,0.2113358300394035,0.13934747577429152,0.12598383555471326,0.2292361743454389
3,0.2310057553218337,0.13745510677177425,0.14342345699089604,0.2462861298495401
4,0.2366131570596288,0.13498981525834486,0.1764283872838417,0.2390989062278133
5,0.23108928409253726,0.13604782744229127,0.22347954390189145,0.21231810821570388
6,0.22102757601259052,0.14322270134352705,0.2762926168151391,0.17789050887955685
7,0.2141465085000256,0.15614950873474784,0.321017262311085,0.15130553413409148
8,0.21611466174888996,0.17138279054367392,0.3426890319742995,0.14577686367787182
9,0.2282637306023484,0.18378987172918013,0.3314757469604234,0.16664252334435753
10,0.2472991866033881,0.18869417291463175,0.28769774538003595,0.20865256133769725
11,0.26713787375947146,0.18363157418692594,0.22276475672079152,0.2578532998076999
12,0.28198889211472256,0.16900277066148586,0.15520319183470824,0.29767264726020304
13,0.28914786589085645,0.1476262612492577,0.10354682394776722,0.3164965176552252
14,0.2900299471408962,0.1236564377519128,0.07939228783252207,0.3128639090359988
15,0.2889074452428336,0.10137510208371074,0.08362923077095907,0.29544024718865586
16,0.2902111966480918,0.08418542203451378,0.10719024928042373,0.27784470574364994
17,0.29606470740063506,0.07396802498525967,0.13563291606276065,0.2713729607602088
18,0.30530479404497834,0.07085312394220976,0.1553011985835497,0.2796493799378765
19,0.3141210717346675,0.07336570050006956,0.15827070497154666,0.2976954166744706
20,0.31759611267446225,0.07885567818577985,0.14408344854951072,0.31509350555280224
21,0.3112732462531604,0.08417506852394885,0.11810066539054953,0.32091116862125746
22,0.2923097165415966,0.08654925155198638,0.08801084532651053,0.3079696087018885
23,0.2603064673731488,0.08439667386158488,0.06054645524749696,0.27520251307823085
24,0.21786127664808105,0.07771616518676197,0.03973366313138437,0.2277874229224709
25,0.1703685769619753,0.06784683991738913,0.026819682552101445,0.17510929019899296
26,0.12460804568907552,0.05678151046599899,0.02118697922575308,0.12718842427214813
27,0.08654615318526952,0.04644068905441348,0.02139585585742108,0.09106567176174588
28,0.05951982015499279,0.03823729004028088,0.025850213164870205,0.06885160902024585
29,0.04374932890212261,0.03299276371627915,0.033049806791263285,0.05820967201661596
30,0.0372474690192699,0.031037230373863214,0.0416399789752011,0.05464256808877226
31,0.03740565468951761,0.03230399972911193,0.050443229501226906,0.05412058141033257
32,0.04228172688620108,0.03636270000240401,0.05851037786350478,0.05472325190917264
33,0.050942902675983004,0.04244236077812922,0.06513041197287259,0.056743323080034526
34,0.06288134122630172,0.049488853528121095,0.06975338504490958,0.06156765241480972
35,0.07708040521143916,0.05625074371459343,0.07186739532437911,0.07017403871877269
36,0.09144188934008668,0.0613852965919976,0.07094493619918167,0.08208769461935911
37,0.10298911220661658,0.06361874869294158,0.06657303100043127,0.09523004809518698
38,0.1087717497324352,0.06200454881679531,0.05877993857975626,0.10656820014575588
39,0.10699119147686936,0.056253408724001586,0.0484065071817632,0.11312996627919635
40,0.09775237859864898,0.04701025091347243,0.03726441261141068,0.11290808615743425
41,0.08308824869011587,0.03592092454527729,0.027894759454289417,0.10537132447564618
42,0.06632476000174478,0.02540298533922378,0.02296281638073391,0.09155605031289454
43,0.05115966953084127,0.018160399341738232,0.02452794366839665,0.07386528799429896
44,0.04085267547747918,0.016584108643687947,0.033466036962609746,0.05570835782770632
45,0.03775834146601663,0.02221275379151338,0.04921007093448127,0.04105335352993859
46,0.04324101075707201,0.035385811066700724,0.06983578218512859,0.03391833256108112
47,0.05783413862118105,0.05513192405659896,0.09243797203952704,0.03779164375587197
48,0.0813561323689648,0.07925578580492419,0.1137180542101346,0.054939600602974835
49,0.11270976961649305,0.10458179654550193,0.13070931393393906,0.08560552276749066
