,x,y,z
0,0.09438138167819674,0.04162769971804405,0.08772062159367729
1,0.08215356879465717,0.041231574256742134,0.08967625741972315
2,0.07273765426500699,0.0402572888503672,0.0861135484252317
3,0.06645527094537734,0.03798098377850312,0.07611794906784901
4,0.06232684929936585,0.034545181044015875,0.061172406625045674
5,0.05909282644752217,0.03101817424386025,0.04525463638702423
6,0.05656515449173565,0.029011924809205742,0.03422842410440948
7,0.05655047275624295,0.03006135985178528,0.03456438735689907
8,0.06261552487662099,0.03497951143446943,0.051498659670158924
9,0.07844760577031955,0.0433588571959309,0.0869663761259416
10,0.10537881664290076,0.053414394061613316,0.13801537313581286
11,0.1403798218009973,0.062358877625166134,0.19660307835238708
12,0.17594596389855796,0.06730356208425267,0.2513445293910206
13,0.2024872896427185,0.0663479541576097,0.2909004430005894
14,0.21235899220322832,0.0593384492619043,0.3077270578324145
15,0.20343870225403748,0.04794337662135726,0.30049158753819755
16,0.1802193707935352,0.035107668081395406,0.2739991179391589
17,0.15192008312652291,0.02428108868744215,0.23683324569649686
18,0.12896971695146175,0.01880227465699987,0.19826700737189226
19,0.11989906410548125,0.021522609043578073,0.16627402531551205
20,0.12983095100154948,0.03447037653175206,0.1472853400715555
21,0.1603661884039235,0.05834266708932995,0.14667511172572034
22,0.20991981350625055,0.09188698857815557,0.1683971225440739
23,0.2738370771821704,0.13156670580836774,0.21323804304459668
24,0.3444034038771823,0.17194267139561475,0.2767278526393413
25,0.4113794270510833,0.2068235345027992,0.34847949490047675
26,0.4634997993625066,0.2307874013466432,0.4141276986875039
27,0.4907136286834276,0.240542318109178,0.4594580133502878
28,0.4864933970747469,0.23567474061008795,0.4747494162809212
29,0.4495769659993557,0.21845480443765186,0.4571552761519471
30,0.3846965941539848,0.19273755320442854,0.4104828298934264
31,0.30196456866541416,0.1626086464348476,0.3434138017814892
32,0.21480219071490794,0.13159510145886266,0.267338577124464
33,0.13678226937299298,0.10263238151166863,0.19405530350907552
34,0.07834909420136844,0.07825267844600553,0.13329674347530446
35,0.0445962424600732,0.060467355654449086,0.09066068426145668
36,0.034783558802273504,0.05038749662724098,0.06685761170066204
37,0.04343599441274919,0.04797697808427695,0.05863837768330486
38,0.0623706521968328,0.052162263397940105,0.060917749013518464
39,0.08299772242544423,0.061196641396739415,0.0691384455750726
40,0.09842043224921723,0.07306417665214443,0.08091041255612194
41,0.10498935958528896,0.08580652113967947,0.09629346074062586
42,0.10300330713018012,0.09777742719276812,0.11667853634106085
43,0.0962557259354892,0.10785690974891823,0.14285634914373002
44,0.0903316168686851,0.11559249506447795,0.17325596485080655
45,0.09011543301840398,0.12115287215874072,0.20330564014816396
46,0.0975520900793489,0.12497400614893192,0.22641129039553476
47,0.11073980600872524,0.12713726436990475,0.23632306744811424
48,0.12478119992165382,0.12681637248511893,0.2299167852361671
49,0.1339287421483265,0.12229599218866165,0.20900065395991127
