,x,y,z
0,0.01414661490547385,0.3615991892131331,0.3787955184972453
1,0.012620714638477514,0.3422073356355677,0.35601720401159864
2,0.02751804466654836,0.3062233509576473,0.3119934229585371
3,0.06211969823195827,0.2608455940866389,0.25438139529652104
4,0.1158237444502805,0.21917440214551168,0.19822801159787787
5,0.1831668581458581,0.19796648419796373,0.16334414647648404
6,0.2542424150689049,0.21278987896756293,0.16885132963909602
7,0.3168436731072161,0.2719432419572779,0.22627658866001285
8,0.3599335683064405,0.371593669389881,0.3338066389969514
9,0.3771275345135756,0.4946736570486866,0.4745793991896554
10,0.3684814406848733,0.6147036186278335,0.6205502135525076
11,0.3396698970194245,0.7033995385274499,0.740863692980573
12,0.29915421230868233,0.7391668922545972,0.8113953730702242
13,0.25493151690667704,0.7135035541876468,0.8218446141546712
14,0.2124381242154008,0.633581193399366,0.7783219036344049
15,0.17451514563320014,0.5206118994770338,0.7011778826658019
16,0.14323047231672034,0.40445185915005866,0.6189571656296
17,0.12207000287475872,0.3156389149538325,0.5601660536666171
18,0.11655492109270076,0.2769603101074453,0.5451459271551009
19,0.13240145431427466,0.29712803768934304,0.5802156111261252
20,0.17215538775950645,0.3685813576826623,0.6554834124541767
21,0.23237776643621044,0.4701145357764962,0.7471855327270596
22,0.3032747840547441,0.5736129269920142,0.8248641956603976
23,0.3714063690699412,0.6527917628186334,0.8618343218043013
24,0.4243559436250123,0.6906461486924472,0.8446888162121714
25,0.4549274111622876,0.6825016715542228,0.7769897875538374
26,0.4626629790426732,0.6339463415306524,0.6753924886193375
27,0.4522601009220342,0.5560642986167152,0.5610303486344633
28,0.430320855283832,0.4614812376743684,0.4513825451559464
29,0.4024959287510137,0.362859327162948,0.35654536271151394
30,0.3724459246076392,0.27277278297179874,0.2803336926140093
31,0.3426612555959385,0.20302135940027685,0.22372537389811764
32,0.3158772535549106,0.16271247272354214,0.18762635754979656
33,0.29557359218853024,0.1560303996499112,0.17342921742228007
34,0.28496281677370705,0.18099020002777064,0.1816617921962345
35,0.28507673216285945,0.2297507788655669,0.2099994556039048
36,0.2932812041252821,0.29022362867820023,0.2520580593252675
37,0.3034503028985092,0.34846993743007665,0.2979646422285994
38,0.3080831328581972,0.3915637036397052,0.3367296480067387
39,0.30139406512672146,0.4104891931130288,0.3593137862413548
40,0.2817285179006215,0.4021505894093841,0.3609015989498047
41,0.2520383459071157,0.3695616311419536,0.34158012958560763
42,0.21831580839826129,0.3201603708660936,0.3055864986892607
43,0.18698152230541834,0.26315687475415195,0.2597162780065128
44,0.16255012403877142,0.20703182271722398,0.21143903237405826
45,0.14649430416333015,0.15788813310140756,0.16716934392252422
46,0.13753309952683207,0.11887921221424065,0.13107724228477424
47,0.1329097295363086,0.09060195955693576,0.10468895665662588
48,0.12984913406319396,0.07206480354692006,0.08732736507296764
49,0.1264908821750956,0.06168917458003224,0.0771963454381508
