,x,y,z,w
0,0.023425938640577508,0.015590229397514857,0.06593096223506685,0.03323776109709646
1,0.014636815791466556,0.016717689016525043,0.06908537263114288,0.02108571175462853
2,0.016337649142433675,0.017240021109681463,0.06892033369141681,0.014231130472999816
3,0.02967559534023446,0.01686171929395891,0.06597953048042318,0.015330846238376718
4,0.05337032139666712,0.015623643809895366,0.061515850232630676,0.025753436268745888
5,0.08346215913554246,0.013966890766497651,0.05712657077001405,0.0447872759637576
6,0.11371559669203653,0.012652622385482372,0.054405501353155306,0.0693329407026253
7,0.13698645002689253,0.012520785463036734,0.05468003764057588,0.09438842735993816
8,0.14737818794508467,0.014137265515925925,0.05876773701444631,0.11432937716789505
9,0.14241612257612246,0.017464069412699016,0.06670091829352293,0.12460924194220405
10,0.12424296154337468,0.021728593533389042,0.07750007202184689,0.12325648756365574
11,0.0991847267624006,0.02561587081851091,0.08917728780241371,0.11159467579401576
12,0.0757281935388117,0.027761633523298402,0.0991269616326672,0.09392256394242188
13,0.06161980160933625,0.02734935823817329,0.1049141757097524,0.07626109368831008
14,0.061189135285576526,0.02452792827835382,0.10523222630621026,0.0645472883317838
15,0.07397950469379314,0.020444589981110463,0.10056847361929927,0.06282308767315012
16,0.09526877317924924,0.016876065844223475,0.09310980439628083,0.07203650827347056
17,0.11822606522475515,0.015609975961370256,0.08579421619503598,0.08994532999583063
18,0.13669122623050128,0.01780721868194806,0.08099731099274847,0.11219654559914344
19,0.14733043996739992,0.023570459100399368,0.0796628516063879,0.1340917664637112
20,0.15032848138091154,0.031872580360232265,0.08140709511959031,0.1522063138093204
21,0.14852464445070312,0.040873529148066565,0.08540619653350165,0.16514461050985374
22,0.14556054553367753,0.04850884416080541,0.09127097672044733,0.17318223933305102
23,0.14396649296301411,0.05312927192161013,0.09912075465633344,0.17711702059463427
24,0.14412656241723434,0.053967672996202455,0.10873575910412453,0.17710876422628902
25,0.14463788725722138,0.05131162220534759,0.1185218565893298,0.1723520419453563
26,0.14371741039647956,0.04638216005339085,0.12534654463167258,0.16185953690306848
27,0.14051651535701026,0.04097054362159728,0.12571965265289156,0.1457022046367832
28,0.13528952599778074,0.036895259952977766,0.11770732655757946,0.12560069940190466
29,0.12845155081118806,0.03539857946672213,0.10231655235218047,0.10433620902449812
30,0.1196463218512643,0.036690663693690236,0.08342347098385335,0.08449990601083172
31,0.1078951542201163,0.03986428451285858,0.06629325881030355,0.06756251738495181
32,0.09277462889771568,0.043275788620825685,0.055547995342212976,0.05378699285885969
33,0.07554954356156011,0.04525089334905308,0.05359069262487042,0.04276720026999091
34,0.05923630175581801,0.044767357762775684,0.060062297428942674,0.03406801936582858
35,0.047491280990429915,0.04176519163033752,0.07229098452221695,0.02762046026367777
36,0.043053942182113766,0.03697626312141385,0.08629389311288661,0.023780158678514362
37,0.04660429778165488,0.03146520829571855,0.0978802939923263,0.023060641044075056
38,0.056475608598853526,0.02619406963827295,0.10362546098485713,0.0256339228132594
39,0.06918619427509484,0.02180785766286484,0.10164428254014526,0.030848766127250574
40,0.08050922101587406,0.018631481283900755,0.0920717749679165,0.03709809499716132
41,0.08675303954581581,0.016742814964335946,0.0770763536613035,0.0422164961868496
42,0.08590078369130774,0.01600868570855342,0.060273059021806484,0.044275415514738715
43,0.07820870307850497,0.016083199901978717,0.04562227537225467,0.04237512084807892
44,0.06596233645176161,0.016450150954996974,0.036176086185062815,0.03699490945514464
45,0.05246823973033469,0.016564451292630906,0.033167060438460495,0.029715213330348295
46,0.040802231423673986,0.016048606684400283,0.03579838056387253,0.02251056234164195
47,0.03294541868632918,0.014836708534353356,0.04175853386119552,0.01703790467832341
48,0.029603032998558144,0.013187369441722392,0.04816426995088896,0.014255796629641831
49,0.030522636771022155,0.011565479791431979,0.05251659088944916,0.014424634459541218
