,roll,pitch,yaw
0,0.012492540758771329,0.0083138844788783,0.012498584044783054
1,0.01795378033699547,0.009602715989564666,0.017536870606881104
2,0.0288666336473021,0.010934848236513592,0.022109296495656003
3,0.0446993867534716,0.012056469469661813,0.02483169174377266
4,0.0633755597145994,0.01279842462283516,0.02485238565204533
5,0.08172069987884252,0.013126276424740577,0.022307079601333327
6,0.0963745067043794,0.013168222452331868,0.01849778125746873
7,0.10490098921008924,0.013205743523387851,0.015708523209574846
8,0.1067325478093708,0.013607962423918976,0.01668054653954018
9,0.10357830003906623,0.014710558302163647,0.02383524158834183
10,0.09903314381859564,0.016675190258625787,0.038388086404893836
11,0.09736794379970833,0.019389632128307147,0.05961901921802532
12,0.10184536573207127,0.02246660881771367,0.08469653202965656
13,0.1132544810004638,0.025369325649197548,0.10937645141643056
14,0.1294234965599534,0.027632911662363643,0.12948800348360515
15,0.1460483832446963,0.02908069704759198,0.1425761347364254
16,0.15843234893312866,0.02991021751752245,0.148798509602539
17,0.16320100897398984,0.030590184718279883,0.15046737399922236
18,0.15916652085356056,0.031624320402099414,0.15039954741251527
19,0.14716103071897982,0.03331146078436304,0.15003636138964274
20,0.12932446666868044,0.035621175964313585,0.14854451980269331
21,0.1084961610955134,0.03823264808395383,0.14351776510452632
22,0.08791920163999495,0.04069846086232682,0.13279364823117232
23,0.07090545787627722,0.04263198839849222,0.11613045632349715
24,0.060084142839429075,0.04380063588063229,0.09570443341768647
25,0.05641007617625793,0.04406592032904926,0.0753105254194864
26,0.0585901454274221,0.04324610127448368,0.058895413686320126
27,0.063470438476641,0.04108119374137258,0.04915895476357877
28,0.06733545437241464,0.03740863974098741,0.046706574674375716
29,0.06748592724545655,0.03243865984581693,0.04998010114484568
30,0.0632702801401853,0.026875905441634783,0.055947213913642525
31,0.056060667212761435,0.02173076342026097,0.06123826095238982
32,0.04829233462415194,0.017908776733053897,0.06323928420750398
33,0.04220653062607941,0.01583557362992417,0.06074032409353618
34,0.038999496557359715,0.015342639604666312,0.054015633340012616
35,0.03868901221038363,0.01585746056689096,0.04445836598503649
36,0.0405163889354996,0.016752864627513075,0.03399625254644407
37,0.04347244103885218,0.01763734642129243,0.024515363931437138
38,0.04664814647529671,0.01843991174884807,0.017464041197606254
39,0.04936287892268991,0.019287608423149312,0.013697576277669252
40,0.05118188310419785,0.0202872697545704,0.013491918358240559
41,0.05192151072084825,0.021350773370315133,0.016600141844902345
42,0.051638894099131694,0.02215724693716576,0.02229457822958847
43,0.05055869891281911,0.022266790351173214,0.02944652289686345
44,0.04896311078435587,0.021327694634086743,0.036720828005099584
45,0.047151651340303316,0.01928155066986037,0.04287815710610295
46,0.04552518834963081,0.016476922349382615,0.04707309206103531
47,0.04470670654338527,0.01363922648646747,0.04901648891328137
48,0.04555181004329068,0.01169436756837303,0.048949902962571734
49,0.048983533089747074,0.011496262105435768,0.047480309094146085
