,x,y,z
0,0.11781800604493985,0.07796972363071833,0.26143857795056985
1,0.11275955211487322,0.058631400461213276,0.27527270557156924
2,0.10446077591133628,0.042098928133646435,0.2616395617510274
3,0.09477055583812116,0.033630023528615736,0.2270159852131521
4,0.08615018530248315,0.03826244396815453,0.1858534786827916
5,0.08243082968285848,0.0595780147345073,0.1564995204660465
6,0.08865865095905512,0.0982146017080908,0.15535636936761316
7,0.10925872805999068,0.15056192072355676,0.19095833193488346
8,0.14511986090189874,0.2084219047966107,0.2598829338343225
9,0.19138584182618434,0.2604616346707052,0.3463693892829903
10,0.2377700793102751,0.29570304921263346,0.4267883333409917
11,0.2719833884336156,0.3080967242058629,0.4782434312333777
12,0.2850077363193221,0.30003995162746355,0.4881021249244931
13,0.27548942374988145,0.2824464385826779,0.4598874004870665
14,0.2505997727487948,0.27029003156658465,0.4122322249920246
15,0.22268622656994866,0.2751460133464721,0.3709920009493075
16,0.2036136154592377,0.2986154710449224,0.3579566253133489
17,0.1998580014871065,0.3306874455884911,0.3811764340590554
18,0.2105583691538478,0.35446823449670634,0.4312974147891661
19,0.22893832976612144,0.3548665798802877,0.4857010426558
20,0.2459358121590822,0.3263458733376862,0.5184907809460031
21,0.2540490899389425,0.2754053694132765,0.5113688097163057
22,0.2496685545312815,0.2166930731910898,0.4602069383229424
23,0.2333837696140857,0.1654309108973103,0.37488097856609975
24,0.208895435089626,0.1306466380405626,0.2737517573448827
25,0.18136025193375546,0.11260082418383467,0.17644466706687512
26,0.1556596517749849,0.10492451626682207,0.09819794107225058
27,0.1349888015987747,0.09937675328999912,0.047105005640061495
28,0.12022955246393892,0.09020616523825567,0.023927899908792787
29,0.11032348870605337,0.07603782558578928,0.023598957999648663
30,0.10333502570648524,0.05907934150821121,0.037605306910874735
31,0.09752318102432812,0.04290995902207453,0.056588263965917186
32,0.09184684040615268,0.03041464340808657,0.0726094097064556
33,0.08584963552377654,0.02277726228483504,0.08072708668750417
34,0.07934096487978409,0.019586017362156496,0.07969616160111544
35,0.0722735751645714,0.019572956722336738,0.07166581887896185
36,0.06482688932277181,0.021418539941989938,0.0608782707936673
37,0.05744368435583851,0.02423959410237904,0.05173274658322837
38,0.0506876102986279,0.02764073252374496,0.04696886928390103
39,0.04503395419766214,0.0314259371889179,0.0467528403062225
40,0.04074236002298555,0.03520303334789427,0.04901639888616752
41,0.037823827935653774,0.038155792345486064,0.05077314046497239
42,0.036055231926504436,0.03917659480918518,0.049687200749203735
43,0.0350606476498021,0.03734002459211328,0.04512503677284357
44,0.03449562511811625,0.032457914636289616,0.03827858292750566
45,0.034262391701661545,0.02537691532199468,0.03147205679236555
46,0.034594369383962965,0.017835267922830345,0.027133902791898052
47,0.03591436732208945,0.011944224602426943,0.02694679077675819
48,0.03853182928439695,0.00951162594125682,0.031440906097336414
49,0.04234858818303169,0.011436880211099796,0.039989953309707366
