,roll,pitch,yaw
0,0.03873776666569328,0.05211548066171348,0.033861295211507464
1,0.05431035762370133,0.06641025673098155,0.05002923119437827
2,0.07616955834616553,0.08217534389804372,0.07357025986873808
3,0.10285835613067316,0.09822006831776596,0.10289368450142114
4,0.13162786718780514,0.1127194007935097,0.13500104974160942
5,0.15870382157871218,0.1235286672405424,0.16554926310204018
6,0.18005757659587832,0.1288858135011087,0.18936179114471655
7,0.19253484385803027,0.1283244381072489,0.20148291766138146
8,0.19500713269416675,0.12342535773603727,0.19867267025248192
9,0.18909797824532776,0.1179385181129454,0.18096833842459992
10,0.17905069100403095,0.11692695180560325,0.15267739899892424
11,0.17056342695765928,0.1249911979451175,0.12211081546896
12,0.16893089293884594,0.1442084765425291,0.09970906980905864
13,0.1772889820901188,0.1727871147258049,0.09492134179091798
14,0.19571137735798824,0.2052086469029492,0.1129080368668055
15,0.22135056590428098,0.23387322024742596,0.15239036062236666
16,0.24932744135290624,0.2515400269036939,0.20558638964756198
17,0.2740531839628855,0.2536487224733617,0.26035268191205285
18,0.2907868766338809,0.2398438366935661,0.3037963332998477
19,0.29705130342106584,0.21430084249415715,0.32611357214724607
20,0.2932303423243113,0.18462577496267565,0.3234179294794291
21,0.2818001861185884,0.15941208338873222,0.29872915371320635
22,0.2654115075073036,0.14515386906479824,0.2608563480189548
23,0.24499894362776445,0.1437982838765005,0.2214842803540471
24,0.2193734443193989,0.1521592178153894,0.19134529232919972
25,0.1868061456206029,0.16351639757499414,0.1768077412016929
26,0.14753145502184062,0.17054977900661586,0.17818775309793242
27,0.1052912308885996,0.16813898294353374,0.19036519357835333
28,0.06676015806163156,0.15484133516290513,0.20519636413972275
29,0.03920247333834436,0.13271293910096674,0.2144946741821468
30,0.027708744290879016,0.10593769105104477,0.2124149442241133
31,0.03331061082412926,0.07908024030641776,0.19668853403586745
32,0.05258800242408063,0.0556759176591437,0.16875748811616292
33,0.07870241552755666,0.03753810976645158,0.13309731012364487
34,0.1034025321068485,0.024814751149222863,0.0959693848871494
35,0.1194020622275991,0.016571352589693604,0.06379736657199689
36,0.12248393548176352,0.011559333162257988,0.041482063420853935
37,0.11270856688934552,0.008848513487062195,0.031136596796864306
38,0.09428589705351492,0.008127662700660511,0.03169844926956628
39,0.07407281265381878,0.009643013495307185,0.03957606201422972
40,0.05917058341378829,0.013883885611332872,0.05006475139716287
41,0.05447848591254533,0.02119236144203071,0.05894859940848975
42,0.061114579335243564,0.03145985559264457,0.06365759907395888
43,0.07630034444396243,0.0440005942858551,0.06361442453581957
44,0.0947108561733109,0.05760836853331424,0.059837548380957416
45,0.11064233683551827,0.07075182364028873,0.05417951401833231
46,0.11999644753596808,0.08184832559014975,0.048587299418325736
47,0.12127485657081545,0.08954867097215738,0.044575500133581136
48,0.11538778032138393,0.09295720724537254,0.04293482640522399
49,0.10466947762955864,0.09173336730430308,0.043651217352022334
