,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
0,0.3804609499531125,0.4194944450980919,0.16072596574198816,0.09941284666569104,0.3153209142248129,0.6033566848479627,0.43304479805130347,0.2339915584046796
1,0.3854266146829339,0.4144600601832377,0.16304474107240668,0.09983634564761283,0.3153078945391223,0.5948040607829178,0.42896603932490207,0.2323440857995848
2,0.3896040032830681,0.4084698614860749,0.1651732433268118,0.1003204928592273,0.3152493615486208,0.5846354203638701,0.4239000080428373,0.23034476195138834
3,0.3929215910602469,0.40150236737186895,0.1670877340915681,0.10089000052371166,0.315203536060064,0.5730661957010854,0.417941105431125,0.22806801285489986
4,0.39533008674585146,0.3935571434922717,0.16876798091243286,0.1015710101469062,0.3152309513792257,0.5603198406520771,0.4111990984830668,0.2255901609818023
5,0.3968019247742097,0.3846570437083777,0.17019837710175392,0.1023904351853896,0.3153928701243844,0.5466211151478862,0.403794449506235,0.22298693690065172
6,0.39732983819190704,0.3748494926776143,0.17136898576098222,0.10337520550552574,0.3157499846230316,0.5321900223752488,0.39585369651539537,0.22033127982207426
7,0.3969247727897994,0.3642067962138008,0.17227644731145506,0.10455139611817098,0.31636135100740465,0.5172365714492498,0.3875051335103298,0.21769149101876675
8,0.3956134104567112,0.3528255161596883,0.17292469956254666,0.10594322815323892,0.31728347100964543,0.501956479058925,0.3788749910545563,0.2151297884870441
9,0.3934355211931848,0.34082498022619795,0.17332546914377062,0.10757194388217717,0.3185694084750064,0.4865278641254729,0.37008426126963856,0.2127012991497764
10,0.3904413017879365,0.3283450163000504,0.17349849715363946,0.1094545824005453,0.3202678184509111,0.4711089447037096,0.36124624474293204,0.21045350779552974
11,0.3866888146625098,0.3155430090483451,0.17347146018124493,0.11160271052520218,0.32242178945380284,0.4558367251215839,0.35246482328232104,0.20842615935946654
12,0.3822416177615979,0.30259038693079315,0.17327954714529742,0.11402118349064325,0.3250674565967168,0.4408266565353768,0.3438333943118333,0.2066515863908403
13,0.37716665895648904,0.2896686668698039,0.17296466147170614,0.11670701961743878,0.3282324130246586,0.42617324348970176,0.3354343536342917,0.20515540465273094
14,0.3715324800213986,0.2769652017138871,0.17257424235789445,0.1196484760824162,0.3319339981811828,0.4119515343370788,0.3273389894754764,0.20395748657019416
15,0.3654077411460982,0.2646687794848576,0.17215973420277614,0.12282440995482845,0.3361775611420067,0.39821937642901856,0.3196076502231072,0.20307309423617426
16,0.3588600536245753,0.2529652125537099,0.17177476752606094,0.12620399698872886,0.34095480107664483,0.3850202578268772,0.3122900675055253,0.20251404226190872
17,0.35195510056330903,0.2420330345496045,0.17147313894283786,0.12974686009512248,0.3462422979566753,0.37238651767757136,0.3054257475615744,0.2022897665160902
18,0.3447560265595153,0.2320393969202681,0.17130669240603946,0.1334036343077344,0.3520003712451865,0.3603426933171098,0.29904437004271633,0.20240818787149706
19,0.33732308212243284,0.2231362334795404,0.1713232120556483,0.1371169706273666,0.3581724300306362,0.3489087739453696,0.2931661455290382,0.20287627553729976
20,0.3297135144436701,0.21545674961114744,0.17156443851702038,0.14082295912870527,0.3646849863315536,0.33810314466700464,0.2878020992626072,0.20370024066075001
21,0.32198169655588793,0.20911229111742846,0.172064314106232,0.144452930313947,0.3714484794223785,0.32794504153075066,0.28295429010583784,0.20488533258928046
22,0.314179472864458,0.2041896448871526,0.17284754844176936,0.14793557132700175,0.3783590001504913,0.318456398894085,0.2786160293690842,0.20643525615830388
23,0.3063566721251302,0.20074881820364385,0.17392857605041442,0.15119927065064034,0.3853009231024796,0.3096630315135005,0.274772203282933,0.2083512675272944
24,0.2985617210428397,0.19882134488116124,0.17531095333624594,0.15417458214824342,0.39215037064418096,0.3015951358126467,0.27139981242492844,0.21063104120979453
25,0.2908423032630691,0.19840917496999327,0.17698721513156698,0.1567966796784117,0.3987793581918683,0.2942871301065697,0.2684688270049353,0.21326743411623852
26,0.28324603739787696,0.19948420859315547,0.17893918369398965,0.1590076656313374,0.4050604057153617,0.28777690391315064,0.2659434212777804,0.21624729309967025
27,0.2758211615720024,0.20198852561812508,0.1811386986006588,0.16075861114911996,0.4108713482658611,0.2821046052102996,0.2637835949035102,0.21955044858821995
28,0.26861719820713603,0.20583534287569044,0.18354871273295248,0.1620112429975405,0.4161000518362845,0.27731113080679043,0.26194712867745085,0.22314900774576732
29,0.261685544110652,0.21091070285330304,0.1861246725841586,0.1627392376346307,0.4206487563131601,0.273436480563352,0.2603917770913401,0.22700701648661425
30,0.25507990330036445,0.2170758671964728,0.18881607497785696,0.16292911836977755,0.42443781834873295,0.2705181024620424,0.2590775757558707,0.23108051487463285
31,0.24885646744767564,0.22417036365038728,0.19156808351834784,0.16258076767441187,0.4274086818311394,0.26858931424263216,0.25796912918442777,0.2353179766718533
32,0.2430737676974535,0.2320156197464109,0.19432310730616092,0.16170756805538206,0.4295259424922705,0.267677848292534,0.2570377407568058,0.2396611054586549
33,0.23779217459820665,0.24041910457809965,0.1970222813740181,0.16033618233627453,0.4307784146826864,0.2678045322634154,0.25626325498336394,0.2440459541628301
34,0.23307308361455484,0.24917888684584855,0.19960682318404754,0.15850598373982333,0.4311791754957783,0.2689820954448046,0.25563549577485184,0.2484043363978197
35,0.2289778582664404,0.2580885050812293,0.20201926293179015,0.1562681447668778,0.4307646378645104,0.2712140842318992,0.25515519045408425,0.2526654996704657
