,x,y,z,w
0,0.032238647883898235,0.049601817889172284,0.02414401923118064,0.08704642026492553
1,0.024905990244554817,0.05945851309935143,0.032563719713318263,0.09522379758299812
2,0.02101814312419533,0.06709314221259477,0.044821823574645515,0.1012964727700032
3,0.021456437169445758,0.07166962040326584,0.060126147729090786,0.10464304372888612
4,0.026209578545211498,0.0728610771361974,0.07681931440335511,0.10503451760636348
5,0.03440294371771843,0.07096552473920409,0.09282256662154302,0.10309346951888053
6,0.04449412380329525,0.06696365317852203,0.10648247814122723,0.10065991130835544
7,0.054592669332514214,0.06246882958073609,0.11750635094857592,0.1008338846765496
8,0.06284953475655101,0.05949396299091821,0.12745499552763248,0.10746962881544836
9,0.06785313156119681,0.05996584132036036,0.13927618318273433,0.12398755123744107
10,0.06897297243453397,0.06502090959173355,0.15573955750522014,0.15167627074699747
11,0.06658914457504107,0.0743277319745272,0.17733620468166358,0.1881607476477765
12,0.062128782122278216,0.08586301402400626,0.2008504649361726,0.2270425390167891
13,0.057829541294647076,0.09648519566697264,0.21977175528676324,0.2593685698236445
14,0.0562064884630596,0.10321020453549117,0.22673299491444496,0.2765478968550183
15,0.0593150861576572,0.1045555643747372,0.2168487737481826,0.273362170438531
16,0.06801940966008507,0.10114500112201036,0.1901872524457948,0.2496310183956729
17,0.08151568968287452,0.09518435561955466,0.15207366529042354,0.2099226456150084
18,0.09730010626257107,0.0891561318976437,0.11108422077499827,0.16171779474895284
19,0.1116479146664219,0.08458028323611871,0.07573571091637657,0.11298924048992638
20,0.12055418168897533,0.08159940819094504,0.0514530544901085,0.0701617986766709
21,0.1209621445813992,0.07956378869093353,0.03916029651631374,0.03709666887895212
22,0.111902972432003,0.07812513060991923,0.035950314945645684,0.015258347514150087
23,0.0950103922918938,0.07802228656304175,0.03725828984592395,0.004692772340335035
24,0.07406416441151056,0.08095591580090887,0.039347190381084605,0.005116828011678183
25,0.05375773586654213,0.08856512247145303,0.04096062912948535,0.016500067288570675
26,0.03829505747940861,0.10113614267770513,0.043560878252327066,0.038915152307354296
27,0.030346450405997108,0.11687659007596993,0.05026636246355412,0.07183647947745292
28,0.030553861559411363,0.1322477727629989,0.0640875418914825,0.11326919239305447
29,0.0375637674530099,0.14320732830260474,0.0862050299193058,0.15911395902891634
30,0.048533038012339484,0.14669682539384893,0.11491711252416716,0.20313499729060305
31,0.06000901279096905,0.14163051449983782,0.14563353358163214,0.23782144177029416
32,0.06895327620316981,0.12902479086601265,0.17197011010364244,0.25619461255639353
33,0.07356172093360994,0.11144272729668962,0.1876418749795998,0.2541410437788543
34,0.07356250290666627,0.09220224498284148,0.18855986730548588,0.23234947374760584
35,0.0698983411294257,0.07468024998990183,0.17441982697184494,0.1968238323268192
36,0.06401821066504647,0.061772147406416913,0.14916140910517822,0.15746077863982072
37,0.05718703072048149,0.05542570905301555,0.11997124442062485,0.1250628869393806
38,0.050136866655993456,0.0562365925164981,0.09501167198567613,0.10789517990745576
39,0.04313250567820929,0.06324205416641214,0.0806610173894623,0.10912075277677973
40,0.03629258095021652,0.07409330930767692,0.07940557108060654,0.1260833463963139
41,0.02990084281928472,0.08564238383220958,0.08929596667908013,0.15160277609799214
42,0.024498596064072637,0.09475763718953584,0.10512268336464632,0.1766146681326819
43,0.02072933108295581,0.09907799232126338,0.12064113302250774,0.1930616383209232
44,0.01907030453229957,0.09748980297005423,0.13078932592821105,0.19606877190151314
45,0.01961071468006728,0.0902542490722862,0.13304475242386407,0.1848839972007783
46,0.02195125369978164,0.07881293224362547,0.1276171991765635,0.16252415972290926
47,0.025229922889828126,0.06534148681816812,0.11669545467344992,0.13440090183400236
48,0.028277955096488925,0.05215096023089072,0.10323817585325784,0.10641679982837683
49,0.029912841637973756,0.04108063184473791,0.08981837615263588,0.08313515345014326
