,roll,pitch,yaw
0,0.07559182021727798,0.1999366222366244,0.11176784958293537
1,0.09447260389922472,0.23500902399329676,0.1169769288073392
2,0.12075625724374585,0.26014627107448285,0.11359552833957486
3,0.1525602452327441,0.2730428196769568,0.10393515229715693
4,0.18695976925069085,0.27281155678406344,0.09234016344765586
5,0.2202946740998244,0.2596424870550556,0.08333553062055013
6,0.24859136182610084,0.2345369921412354,0.07966613405441073
7,0.2681580287210845,0.1993537224023944,0.08116805060112339
8,0.27656996008579754,0.15724035375109388,0.08511226586680884
9,0.27411678828153313,0.11325452565052535,0.08790902984534851
10,0.2651658297517314,0.07471176669480205,0.08723916486474592
11,0.2582652805437782,0.05070854985952961,0.08336072307996194
12,0.26394963041039515,0.05049268765425032,0.07880789404982362
13,0.29043017200847865,0.08086526055610546,0.07667803823411623
14,0.3390489912422278,0.14334190437228872,0.07856264561288305
15,0.4022695606444336,0.23207263557957766,0.08339353926044765
16,0.4659871995646647,0.3334511967771849,0.08793981862399544
17,0.5153094808142588,0.42805324956830604,0.08870432575273561
18,0.5405646612632308,0.4950014792484678,0.0840771902685235
19,0.5401704533510413,0.5179305741210202,0.07539717125860901
20,0.5192198855825612,0.4906422568719622,0.06628067657551236
21,0.4853029493978692,0.4200301880510712,0.06072196443958462
22,0.4443611580967064,0.32458732494023923,0.061173084876241575
23,0.3989418426607017,0.22869203273184474,0.06763551959529678
24,0.34957794652347624,0.1549087444375599,0.07803691549296364
25,0.29783655552860633,0.1174472657821044,0.08941441945956506
26,0.24822862268311105,0.11912306837599765,0.0990948840357219
27,0.20711120713435646,0.15230420422231286,0.10528413297966976
28,0.17936762376346238,0.20269670921474373,0.10705551300969504
29,0.16550699439475774,0.25417134801650776,0.10417245510031832
30,0.16130062612766374,0.29303980498824506,0.09710841688754723
31,0.16001652200421188,0.31077796909736016,0.08719355360106527
32,0.15561104352797944,0.30486445770172216,0.07654638289825308
33,0.14500237047773334,0.27799543666170595,0.06761704620422078
34,0.12854391373319718,0.2363105755475877,0.06251530525402843
35,0.10899578503670722,0.18735734439437665,0.06242276472323801
36,0.08986993968312733,0.13839141369576122,0.06726239725971142
37,0.0739638625611648,0.0953463288114443,0.0756680099711247
38,0.06254395249270774,0.06247520358445423,0.08526343972862996
39,0.055262861707582094,0.04238938736427949,0.0932178409841828
40,0.050620096589162375,0.03615139010165038,0.09694704938527147
41,0.04667042341515889,0.04326723469407602,0.09477047153574568
42,0.041747687272718936,0.06170303723942658,0.08635261259297493
43,0.03508115337712653,0.08816848605534466,0.0728133015495619
44,0.02720634463472065,0.1187588418239416,0.056460917509258
45,0.020021914637821752,0.14976702606731454,0.04021222116803084
46,0.0163404785501822,0.17831282997334028,0.026879638896378774
47,0.018925040411076698,0.20251479366172884,0.018541583593453027
48,0.029267723895949425,0.2211842271228006,0.01614082718164249
49,0.04659468086353916,0.2332806866700133,0.019365011430514462
