,roll,pitch,yaw
0,0.22846206561756455,0.05988424711398789,0.011095615551264888
1,0.29020744938006193,0.06580809663645246,0.013078421347543535
2,0.34401085712206875,0.06811183472359644,0.019145245895990145
3,0.381795684522813,0.06771612270296642,0.029944412553699944
4,0.3986063934563476,0.06698544283535407,0.04592044936134244
5,0.3952412188305739,0.0690522380329454,0.06677132868515566
6,0.379374732152066,0.07651970693918939,0.09077059744011624
7,0.3638696062419293,0.08998366827506181,0.1144547650839823
8,0.3621589072912082,0.1071354455751235,0.1332208851192455
9,0.3823276826986023,0.12315460513355216,0.14295888126794146
10,0.4227653078571201,0.13251928422649512,0.14211968147376258
11,0.4718945384063461,0.13151477483640767,0.13308396418014667
12,0.5124736403691925,0.12018598658494435,0.12181271348399643
13,0.5285949511102386,0.10267795365798556,0.11560220721517415
14,0.5122132948288581,0.08573612103969316,0.11987629333010033
15,0.46633082170334206,0.0760624993046644,0.1355906548329278
16,0.4034975610099844,0.07770620676597875,0.15854219860933766
17,0.34042013692743395,0.09052707056717388,0.18088963337302966
18,0.29131433020075903,0.11023343709354773,0.19415975742448235
19,0.2631180037665457,0.12991135912342805,0.1924518874992283
20,0.2543740807983029,0.14249809782590678,0.17456183877212275
21,0.257432328237031,0.14330771180031948,0.14423055457794562
22,0.2621915136381286,0.13159928374742824,0.10854087876556176
23,0.2596607040228069,0.11052276838045297,0.07530551488917321
24,0.24450133591264525,0.08555610908586055,0.05062874685166667
25,0.21627899385470611,0.062286378721824666,0.037504139703509784
26,0.17916592058705375,0.04458048612159925,0.0356602482795105
27,0.14003838999476567,0.03379530207088706,0.04234634634731125
28,0.1056848626401258,0.029063802991391975,0.05355229401981933
29,0.08048503323962905,0.028238455681611273,0.06521408946117734
30,0.06562506361318274,0.028940886064758524,0.07411772414067372
31,0.05983999583120761,0.02932726085532608,0.07836789095439536
32,0.0607592845679517,0.028448388310766626,0.07742511679976391
33,0.06587959686048206,0.026259906454014537,0.0718499015848891
34,0.07285201783629189,0.023379584369019584,0.06295982089007991
35,0.07943623634971911,0.020691569080490003,0.052533982632444166
36,0.08359812395207407,0.018921265074084592,0.042546991484737534
37,0.08386775134127226,0.018322922561207333,0.0348294770778102
38,0.07970494492349485,0.018598840993472227,0.03061979184820272
39,0.071594537076999,0.019097184833759245,0.03013881232758498
40,0.06084382392208204,0.019224155839648104,0.032437770772688015
41,0.049269835752195214,0.018887302395281472,0.035705415196307336
42,0.038965885088867086,0.018725368700208547,0.037976905089430885
43,0.03219208109101503,0.019944254951750257,0.037924630428602564
44,0.03128957469275855,0.02377099062450731,0.035333245286555376
45,0.03846134626886319,0.030759999491081783,0.03103200178314202
46,0.05531644342167536,0.040298284690648986,0.026354910929381064
47,0.08221556103681123,0.05058787124756069,0.022440659455784426
48,0.11762145737328115,0.059180858301456876,0.01975426977835607
49,0.15777514815947605,0.06390861878889725,0.01808427775559315
