,x,y,z,w
0,0.1275711699571364,0.059063633394560826,0.12081126122346668,0.13445956652865354
1,0.17417746011998755,0.06969879610852668,0.15527324922491242,0.18467496392051733
2,0.22409479400557136,0.07836913960661819,0.18856853450198766,0.23804845212569514
3,0.27163243413347915,0.08370555979105586,0.21631254546461764,0.28850022872557163
4,0.3101614689068912,0.08457713558450917,0.2338704293922582,0.3288457406425087
5,0.3338116453840496,0.08063201833955966,0.2374466956319381,0.3522364309885112
6,0.3397473701617951,0.0728431638681137,0.22568036919814574,0.3545111452944855
7,0.3302247271756716,0.06375799577432015,0.2011967581527992,0.3367616529167687
8,0.31330799520158104,0.057169521766262416,0.17126739809972705,0.3068422744594292
9,0.3012993499201587,0.05711467291643891,0.1468091760880497,0.278527090131062
10,0.3067964336605232,0.06643118863841344,0.13952720464478202,0.2678107138575491
11,0.3376145091007709,0.08540834372673065,0.15789794086933706,0.2872581117187176
12,0.3928403402360621,0.11113595293209202,0.2034607717895403,0.34060555433776835
13,0.4621276288274645,0.13791995229150153,0.2690769573277922,0.4201070174371306
14,0.528820461726379,0.15874605006087214,0.34022036119146704,0.5080447820942966
15,0.5755810992280196,0.1674291219835708,0.3991810858880342,0.5819806844888896
16,0.5901958681504438,0.1608264149554691,0.4308102172203977,0.6218316980018412
17,0.5694708521142723,0.1403113108922157,0.4276950894799497,0.6163531903743874
18,0.5199600761013746,0.11175386714826653,0.3927875013163751,0.5669156649667088
19,0.455193987982337,0.08373903513921395,0.3384589527595388,0.4871720008450285
20,0.3902538988278224,0.06457416281869748,0.28228723707257986,0.39835561435840733
21,0.3359350326687019,0.05930524016857153,0.24104314358935985,0.32165549030491386
22,0.2953604898926361,0.06800013347292895,0.22500731146005748,0.2707921879249499
23,0.2647095311721288,0.08594653737771335,0.23474528097706965,0.2482333005661009
24,0.2372412488886727,0.105563837019906,0.26163183520415234,0.2466436468114169
25,0.2079474635344281,0.1191848228448718,0.2918094557073943,0.2541796169501638
26,0.17626580504265285,0.12162390901671118,0.31164227023745866,0.2603152397447879
27,0.145863898271093,0.11162216833986598,0.3121801726890994,0.25929869103388
28,0.12218585197241848,0.09177098417660197,0.2910470945973703,0.2503303893994008
29,0.10931401872453836,0.06715925893965237,0.2517342518272276,0.2354609010011485
30,0.10768145393591806,0.04344690062377466,0.20138577635964275,0.21701048508912668
31,0.11359432152762128,0.02513600598511343,0.1483281774220841,0.19599920284277852
32,0.12068138282788303,0.014554002123326587,0.10012349842327634,0.17215027386813342
33,0.12255285813610015,0.01169665684005785,0.062368350452162914,0.14506989056698985
34,0.11544313146461925,0.014777555172314482,0.03814225401134933,0.115645665969989
35,0.09967186593400199,0.021158125762356327,0.027955705162112952,0.08671909104402374
36,0.07936384489310915,0.02828845337624193,0.030111388728608263,0.06258883149574664
37,0.060694819024037325,0.03436141309669364,0.04140160537495697,0.04759387511129395
38,0.049539223549746436,0.03854249998865405,0.057978913698745416,0.04451932010650776
39,0.04951230035055306,0.040819307534687904,0.07616069664314709,0.0535983450864741
40,0.061051945030292924,0.04163960149979476,0.09297018924687407,0.07248688274118201
41,0.08163108285637168,0.041534243311443286,0.10635524572017208,0.09706061125673517
42,0.10674190082475836,0.04086418521388107,0.1151525682173514,0.1225550781258236
43,0.13113946267563462,0.039737825182889784,0.11891261646449645,0.1445705366002426
44,0.149952462068837,0.03806743318172992,0.11768752732711088,0.15969285908389694
45,0.1594949150799298,0.035697223384095214,0.11185468981694552,0.16574443867260608
46,0.15777926431280506,0.03253691595787805,0.10201999760978027,0.1618267388173417
47,0.14477190538796758,0.02865761116766191,0.08901527540007417,0.14830783113746412
48,0.12238525951808085,0.02433714250592681,0.0739690238167318,0.12679843380863395
49,0.09416546466026564,0.020063290210656014,0.05838676302101646,0.10005147689143576
